tipo,bairro,area,quartos,banheiros,vagas,condominio,preco
Apartamento,Messejana,72,3,2,2,400.0,379999.0
Apartamento,Meireles,92,3,3,1,1279.0,650000.0
Apartamento,Meireles,61,2,2,2,100.0,960000.0
Apartamento,Dionisio Torres,170,4,4,2,2100.0,590000.0
Apartamento,Messejana,45,2,2,1,800.0,342400.0
Apartamento,Meireles,435,4,5,5,111.0,9476424.0
Apartamento,Papicu,95,3,3,2,541.0,959000.0
Apartamento,Joaquim Távora,138,3,3,2,1300.0,690000.0
Apartamento,Manoel Dias Branco,145,3,0,3,1263.0,1290000.0
Apartamento,Praia do Futuro II,53,2,1,1,659.0,530000.0
Apartamento,Meireles,64,2,2,2,0.0,1092000.0
Apartamento,Fátima,130,3,4,4,1500.0,1350000.0
Apartamento,Meireles,188,4,0,5,1150.0,2690000.0
Apartamento,Parquelândia,89,4,3,2,620.0,550000.0
Apartamento,Parque Dois Irmãos,44,2,1,1,280.0,85000.0
Apartamento,Messejana,59,2,2,2,550.0,380000.0
Apartamento,Meireles,200,4,4,2,1866.0,950000.0
Apartamento,Fátima,134,3,2,1,1276.0,290000.0
Apartamento,Cocó,140,2,3,2,1150.0,490000.0
Apartamento,Meireles,220,3,4,4,2100.0,1650000.0
Apartamento,Guararapes,90,2,3,1,950.0,420000.0
Apartamento,Passaré,50,2,1,1,370.0,330000.0
Apartamento,Aldeota,126,3,3,3,0.0,1950000.0
Apartamento,Damas,65,3,2,2,540.0,345000.0
Apartamento,Manoel Dias Branco,116,3,3,2,1350.0,1290000.0
Apartamento,Centro,69,3,2,1,930.0,425000.0
Apartamento,Meireles,368,4,4,3,0.0,5509000.0
Apartamento,Presidente Kennedy,55,2,2,1,340.0,478000.0
Apartamento,Maraponga,63,3,2,1,111.0,280000.0
Apartamento,Varjota,126,3,3,2,870.0,699000.0
Apartamento,Cambeba,91,3,3,2,845.0,620000.0
Apartamento,Engenheiro Luciano Cavalcante,121,3,5,2,0.0,1318920.0
Apartamento,Joaquim Távora,51,2,2,1,0.0,494000.0
Apartamento,Aldeota,134,3,4,2,1340.0,740000.0
Apartamento,Dionisio Torres,250,4,6,2,2500.0,830000.0
Apartamento,Dunas,51,2,2,1,450.0,370000.0
Apartamento,Meireles,122,3,4,2,1100.0,595000.0
Apartamento,Guararapes,177,4,6,3,1450.0,2250000.0
Apartamento,Fátima,104,3,2,1,550.0,330000.0
Apartamento,Monte Castelo,91,3,2,2,780.0,395000.0
Apartamento,Meireles,249,4,5,5,2424.0,3550000.0
